0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.651042743009243696e-02,3.831856858516492770e-02,5.678783296980102757e-02,9.131299118661904968e-02,1.287790166360453792e-01,1.690368322878162133e-01,2.114478306556560883e-01,2.478910435330111961e-01,2.730606177090933451e-01,2.664309467723342539e-01,2.656913486683460390e-01,2.713936625343106868e-01,2.500145453471632750e-01,2.105930711687325207e-01,1.664656604091564185e-01,1.245537588984491767e-01,8.625454128820814192e-02,5.394968289216483387e-02,3.668942163104860904e-02,2.575394852392430545e-02
4.194693437342882081e-02,6.101974445574315925e-02,9.255403167416331733e-02,1.478216698929457062e-01,2.028978973370527406e-01,2.503174626826367155e-01,3.039462896472396869e-01,3.484032624542162671e-01,3.774538849588464640e-01,3.638137432473168564e-01,3.640322354571191577e-01,3.728092578927335032e-01,3.474578248073060815e-01,3.009052940443976976e-01,2.458802149257247605e-01,1.956349566801634243e-01,1.400752108402992524e-01,8.905474497589951910e-02,5.932012700786572917e-02,4.144944384875508953e-02
5.766083233469371933e-02,8.338181839758410097e-02,1.238603181278795096e-01,1.895292706654873316e-01,2.566443470203850774e-01,3.106895266340146677e-01,3.688555565451349660e-01,4.173647688155580071e-01,4.471653989101705418e-01,4.305234850668319124e-01,4.307811320467634930e-01,4.418717607208776932e-01,4.152063389472209209e-01,3.651408467222184706e-01,3.060668303417776737e-01,2.475590441093424021e-01,1.810206939445035967e-01,1.193129921669281307e-01,8.078528748842124518e-02,5.700119077639458770e-02
8.019272891789951119e-02,1.150084224882448741e-01,1.667942014053194477e-01,2.443169223170587878e-01,3.230087328716066963e-01,3.837151318902027319e-01,4.457895185662135162e-01,4.941232940060421019e-01,5.248205776971531789e-01,5.055837769979696361e-01,5.050872519918804260e-01,5.173464384406081251e-01,4.916572645382356610e-01,4.407860605335869320e-01,3.780292028901148238e-01,3.128079835614649418e-01,2.346202982126552039e-01,1.612120058646062115e-01,1.116449911691225483e-01,7.950368009780121870e-02
1.269008599078717270e-01,1.776074229254451242e-01,2.473764751647332116e-01,3.409315472099848088e-01,4.330085931543931066e-01,5.003776466372154008e-01,5.637668874235369776e-01,6.100678101342421611e-01,6.396876226881818006e-01,6.150953007249575499e-01,6.144617485982917238e-01,6.284086388429686032e-01,6.046008696600658761e-01,5.570569088696910587e-01,4.952914742173958329e-01,4.219540866250782174e-01,3.294491690321820765e-01,2.398432558707083717e-01,1.735635149341748507e-01,1.268177010289427142e-01
2.511925665973934740e-01,3.272908363582030522e-01,4.240284485892953370e-01,5.396153172579732926e-01,6.351021673987636840e-01,7.011709326858980296e-01,7.462705752016182137e-01,7.711602664449255240e-01,7.947011532407951551e-01,7.632179126548926940e-01,7.608343024902447516e-01,7.799755873648382964e-01,7.643107897733599776e-01,7.391505213737955549e-01,6.962134754809684578e-01,6.238201933904918839e-01,5.273201542610995718e-01,4.155968158443266169e-01,3.233247231748330175e-01,2.539980280464742557e-01
3.570342392060045777e-01,4.348748308676483321e-01,5.353775393998037035e-01,6.568347796196526422e-01,7.319893711915453904e-01,7.974236348285769216e-01,8.199873751344570749e-01,8.255179793591232995e-01,8.434009967363399474e-01,8.072494851127077764e-01,8.031107424501545688e-01,8.265396818284534985e-01,8.150854061013030893e-01,8.122897290541543081e-01,7.928168387857791322e-01,7.244284472350969173e-01,6.491389608706283898e-01,5.306698857316408668e-01,4.319462942439931674e-01,3.602979822885607475e-01
2.721213143117078848e-01,3.772693027322800430e-01,5.007278601777077620e-01,6.223063274352469421e-01,6.898726282862190917e-01,7.701437615479583831e-01,7.906980649119518256e-01,7.959533440017619865e-01,8.147407157560785373e-01,7.773194890894309372e-01,7.725862463380719358e-01,7.986517114858106003e-01,7.836133458929339657e-01,7.827787119583616837e-01,7.678356526606685550e-01,6.859978865673282966e-01,6.132063698428743548e-01,4.988645367009227338e-01,3.732241819290719742e-01,2.702491393259788266e-01
